,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
13808,FL,525,BWI,TPA,,937.0,148.0,0
13809,OO,6568,CID,ORD,1.0,,,0
13810,DL,1880,SFO,ATL,,,269.0,1
13811,WN,3207,ELP,SAT,7.0,1265.0,,1
13812,WN,327,SJC,BUR,7.0,,,0
13813,AS,497,SAN,SEA,6.0,845.0,,1
13814,HA,36,HNL,PHX,,,,0
13815,WN,3138,IND,DEN,4.0,690.0,,0
13816,AA,2258,DFW,PIT,,,,0
13817,XE,3111,IND,CLE,2.0,851.0,69.0,0
13818,OO,4678,BUR,SLC,,,110.0,0
13819,B6,547,EWR,PBI,,,173.0,0
13820,9E,3890,DLH,DTW,4.0,,117.0,0
13821,OO,7004,DEN,GJT,,,58.0,0
13822,WN,899,LAS,OAK,,660.0,90.0,1
13823,MQ,4329,JFK,CVG,7.0,,145.0,0
13824,B6,503,EWR,FLL,6.0,586.0,197.0,0
13825,AA,451,RDU,ORD,6.0,500.0,,0
13826,FL,684,ICT,ATL,7.0,,,0
13827,WN,1414,MSY,PHX,,,,0
13828,HA,21,SEA,HNL,2.0,560.0,,0
13829,MQ,3298,DFW,HOU,,430.0,65.0,0
13830,DL,2286,ATL,LGA,,880.0,,0
13831,CO,59,IAH,DEN,2.0,,153.0,1
13832,WN,1945,STL,MDW,,,60.0,1
13833,MQ,3957,MEM,ORD,,,,1
13834,OO,4561,SLC,SJC,1.0,,122.0,0
13835,US,1886,PHL,BOS,5.0,,,0
13836,WN,441,MDW,TPA,,910.0,,1
13837,US,829,DTW,CLT,2.0,,103.0,0
13838,CO,1651,LGA,CLE,,,,1
13839,MQ,3370,DFW,BTR,3.0,,80.0,1
13840,EV,5465,DTW,CAK,,1295.0,,1
13841,WN,326,BNA,TPA,,840.0,,1
13842,CO,667,IAH,SEA,6.0,,272.0,1
13843,CO,1433,LGA,IAH,,,,0
13844,DL,2317,DTW,LAS,,,277.0,1
13845,OO,4693,FAR,MSP,2.0,1135.0,62.0,0
13846,XE,2518,EWR,OMA,,,,0
13847,OO,6295,MSO,DEN,,360.0,,0
13848,B6,1439,SFO,LGB,7.0,,,0
13849,9E,4026,ORF,DTW,,360.0,125.0,0
13850,UA,418,SAN,DEN,1.0,,147.0,0
13851,AA,2527,BHM,DFW,,715.0,,0
13852,FL,1173,MCO,CLT,7.0,1029.0,95.0,0
13853,FL,537,MEM,ATL,,594.0,76.0,1
13854,MQ,4505,BOS,LGA,,630.0,,0
13855,US,586,PHX,LAS,,,71.0,0
13856,F9,137,DFW,DEN,,395.0,121.0,0
13857,9E,3930,LNK,MSP,,1016.0,,1
13858,AA,1910,LAX,LAS,5.0,,,0
13859,DL,2184,SLC,CVG,,595.0,209.0,0
13860,OH,6312,PIT,CVG,,1015.0,78.0,1
13861,MQ,4318,ORD,BWI,5.0,845.0,,1
13862,WN,250,LAS,HOU,,475.0,170.0,1
13863,YV,1055,OGG,HNL,,,32.0,0
13864,XE,2882,BNA,EWR,,1180.0,122.0,0
13865,US,1040,CLT,STT,5.0,,,0
13866,FL,610,MKE,SFO,2.0,,,0
13867,FL,569,BMI,ATL,,,100.0,0
13868,WN,115,DEN,SLC,,915.0,,1
13869,CO,1645,CLE,IAH,7.0,,,1
13870,DL,2290,ATL,IND,3.0,520.0,107.0,1
13871,DL,2833,DTW,SAN,1.0,,,1
13872,AA,1590,DFW,EWR,,,,0
13873,9E,3661,MEM,DFW,,560.0,105.0,0
13874,WN,270,HOU,HRL,,,,0
13875,WN,460,MDW,PIT,,840.0,75.0,0
13876,MQ,3306,CAE,DFW,5.0,,180.0,0
13877,UA,376,ORD,PHL,,360.0,,0
13878,WN,3037,TPA,ISP,,,,0
13879,UA,386,DEN,BOS,,,225.0,0
13880,WN,2934,BNA,ECP,,,75.0,0
13881,AA,1135,BHM,DFW,,,130.0,0
13882,YV,7294,SBN,ORD,6.0,333.0,,0
13883,9E,3655,MSP,TUL,7.0,545.0,127.0,1
13884,UA,788,SFO,BOS,3.0,680.0,,0
13885,FL,131,ATL,TPA,4.0,,82.0,0
13886,AS,622,PDX,LAS,5.0,810.0,,0
13887,WN,3943,LAS,PDX,7.0,855.0,145.0,1
13888,WN,774,STL,OMA,,,,0
13889,FL,1454,HPN,PBI,6.0,791.0,,0
13890,OO,7803,SLC,TWF,,1013.0,,1
13891,OO,6563,ORD,MBS,3.0,1079.0,60.0,0
13892,XE,2641,EWR,MCI,7.0,,199.0,0
13893,WN,1285,MDW,ISP,2.0,840.0,,1
13894,WN,128,MDW,LAX,,420.0,270.0,0
13895,US,65,ORD,CLT,7.0,850.0,109.0,1
13896,AS,619,LAS,SEA,6.0,,,0
13897,DL,2717,MEM,LAX,,825.0,,1
13898,OO,6396,CEC,SFO,5.0,555.0,98.0,0
13899,DL,1919,DTW,LAX,,,,1
13900,US,1764,CLT,DCA,,1077.0,,0
13901,OO,6768,DEN,JAC,,,,0
13902,YV,2725,PHX,PSP,,1268.0,67.0,1
13903,UA,201,IAD,SEA,,,,0
13904,B6,135,JFK,RSW,5.0,,,1
13905,DL,2440,TPA,DCA,,,127.0,0
13906,DL,1167,ATL,SNA,5.0,,,0
13907,WN,252,ONT,SJC,4.0,,,1
13908,AS,48,ADQ,ANC,1.0,515.0,54.0,1
13909,WN,1221,PIT,MDW,,,,1
13910,MQ,4060,ORD,CMH,,,,1
13911,XE,2134,CLT,EWR,,915.0,120.0,0
13912,AS,880,OGG,OAK,3.0,745.0,,0
13913,B6,115,JFK,MSY,6.0,1248.0,,0
13914,9E,4122,TUL,MEM,,980.0,,0
13915,US,951,DCA,MCO,,719.0,139.0,0
13916,UA,675,ORD,DEN,,,170.0,0
13917,EV,7084,IAD,JFK,,,,0
13918,OO,6731,MKE,DEN,4.0,,,0
13919,DL,2927,MSP,MCI,,,,0
13920,DL,439,JFK,ATL,,,164.0,1
13921,US,1435,DCA,CLT,,640.0,,0
13922,EV,4967,ATL,BMI,4.0,1040.0,107.0,1
13923,XE,2056,MCI,IAH,6.0,622.0,119.0,0
13924,UA,544,SFO,PDX,,,111.0,0
13925,DL,101,LAX,ATL,5.0,,252.0,1
13926,OO,6531,SBP,SFO,3.0,1258.0,,0
13927,CO,1853,CLE,RSW,,,,0
13928,WN,3490,FLL,ALB,,,,0
13929,XE,3086,JAX,EWR,,824.0,,1
13930,CO,767,IAH,SEA,2.0,,,1
13931,AA,1041,ORD,SJC,1.0,610.0,,0
13932,AA,1636,DFW,OMA,2.0,,105.0,1
13933,DL,1963,MSP,SAT,5.0,865.0,,0
13934,YV,7285,ORF,ORD,,835.0,141.0,1
13935,XE,2850,CRP,IAH,7.0,951.0,69.0,0
13936,WN,1950,MDW,PVD,3.0,,130.0,1
13937,XE,2349,MKE,IAH,1.0,,,0
13938,AA,1356,MSY,DFW,,490.0,105.0,0
13939,DL,2336,MSP,MKE,2.0,1180.0,75.0,1
13940,DL,629,DCA,DTW,3.0,,,0
13941,WN,1332,PHX,OKC,1.0,835.0,,1
13942,AA,552,SFO,MIA,3.0,,,1
13943,FL,83,ATL,FLL,1.0,620.0,117.0,1
13944,US,1126,CLT,DFW,,,175.0,0
13945,WN,2284,LAS,OAK,6.0,480.0,,0
13946,DL,1684,SJC,ATL,2.0,,265.0,0
13947,WN,438,BNA,PHX,6.0,645.0,,1
13948,EV,5096,BTR,ATL,1.0,784.0,94.0,1
13949,WN,568,BHM,PHX,2.0,,,1
13950,WN,3484,RDU,TPA,,930.0,,1
13951,B6,1418,JAX,BOS,,770.0,,0
13952,OO,6467,SMF,LAX,6.0,631.0,88.0,1
13953,CO,201,EWR,FLL,,1050.0,184.0,1
13954,US,1232,DCA,BDL,3.0,1275.0,70.0,0
13955,UA,56,SFO,EWR,,,,0
13956,WN,30,ELP,PHX,,,75.0,1
13957,WN,2397,DAL,AUS,1.0,805.0,50.0,1
13958,MQ,3692,MIA,RIC,,730.0,,1
13959,US,496,PHX,DEN,,,102.0,0
13960,AS,887,OAK,KOA,4.0,,,0
13961,AA,75,IAD,LAX,,1105.0,,0
13962,UA,353,LAX,LAS,4.0,399.0,,0
13963,WN,837,SMF,SAN,,,85.0,1
13964,CO,353,GUC,IAH,,,139.0,1
13965,AA,597,ORD,SAT,,,,1
13966,F9,294,DEN,STL,2.0,640.0,121.0,0
13967,US,1434,CLT,BWI,,,86.0,0
13968,EV,7323,BMI,ATL,,360.0,,1
13969,B6,78,MCO,JFK,,,154.0,0
13970,MQ,3263,DFW,GRK,,1295.0,,0
13971,OH,6445,JFK,RDU,,580.0,125.0,0
13972,EV,7139,IAD,CMH,1.0,,,0
13973,WN,3484,LAS,SEA,4.0,,,1
13974,AA,2463,ORD,MCI,3.0,490.0,90.0,1
13975,DL,1273,CMH,ATL,,,,0
13976,WN,255,BWI,MDW,,,,1
13977,WN,1710,PHX,STL,,,,0
13978,UA,84,HNL,LAX,,1299.0,332.0,0
13979,XE,3138,IAH,SAT,,,,0
13980,DL,1256,CVG,BOS,,,,0
13981,DL,1152,HNL,SFO,2.0,,299.0,1
13982,WN,1094,SFO,PHX,,,,0
13983,WN,3144,ABQ,PDX,2.0,1180.0,190.0,0
13984,CO,222,MSY,IAH,5.0,325.0,70.0,1
13985,F9,727,DCA,DEN,4.0,,237.0,0
13986,WN,1956,PHX,SMF,,1245.0,120.0,1
13987,DL,2063,DCA,MSP,,,,1
13988,YV,2677,SAV,CLT,2.0,,,0
13989,AA,1712,ONT,DFW,3.0,695.0,170.0,0
13990,OO,6734,DEN,CID,,699.0,111.0,0
13991,CO,1076,EWR,RSW,7.0,625.0,198.0,0
13992,FL,96,RDU,ATL,3.0,375.0,85.0,0
13993,WN,3042,MSY,BNA,6.0,570.0,,0
13994,UA,315,DFW,DEN,,483.0,134.0,0
13995,AA,1847,DFW,DEN,,,,0
13996,US,1093,PHL,ORD,2.0,,,1
13997,XE,2014,ORD,EWR,,640.0,,0
13998,WN,1592,BUF,FLL,7.0,715.0,,1
13999,DL,2186,ATL,LGA,,820.0,,0
14000,AA,1347,SAT,DFW,,,70.0,0
14001,AS,635,PHX,SEA,,1020.0,185.0,0
14002,DL,2084,MSP,DTW,,,,0
14003,OO,4744,OAK,SLC,,995.0,104.0,1
14004,US,1048,CLT,DTW,,1100.0,118.0,0
14005,WN,813,PBI,TPA,,,50.0,0
14006,AA,1873,MCO,MIA,4.0,1220.0,65.0,1
14007,9E,3719,MSN,DTW,4.0,,,1
14008,WN,2038,MDW,CMH,,,,1
14009,WN,894,ORF,BWI,2.0,,55.0,1
14010,9E,3705,BGR,DTW,6.0,504.0,,0
14011,AA,1132,SMF,DFW,,,200.0,0
14012,DL,2039,DCA,ATL,,,,1
14013,AA,427,AUS,LAX,4.0,1120.0,195.0,0
14014,FL,968,ATL,ACY,,,116.0,0
14015,AA,1147,MCO,DFW,7.0,,,1
14016,MQ,3394,BTR,DFW,,1195.0,90.0,0
14017,DL,1590,MCI,ATL,,,,1
14018,WN,1902,SMF,PDX,5.0,,,1
14019,US,1057,BDL,CLT,,885.0,136.0,0
14020,MQ,3037,LAX,SBA,4.0,995.0,40.0,1
14021,9E,3787,SBN,ATL,,1030.0,,1
14022,OO,4464,SLC,BZN,,,83.0,0
14023,WN,561,LAS,LAX,1.0,,65.0,1
14024,OH,6643,BOS,DCA,,,114.0,0
14025,XE,2142,OKC,EWR,,420.0,,0
14026,HA,169,KOA,OGG,,,31.0,0
14027,WN,1180,OAK,ONT,,,,1
14028,FL,341,PHL,ATL,,,153.0,0
14029,WN,1216,SMF,LAS,3.0,520.0,,1
14030,F9,327,BOS,MKE,,,,0
14031,DL,1879,LGA,FLL,,415.0,,0
14032,WN,2834,OAK,LAS,6.0,490.0,85.0,0
14033,DL,1998,ATL,MSP,6.0,810.0,162.0,0
14034,XE,2579,CAE,IAH,6.0,375.0,,0
14035,DL,19,LGA,DTW,,,,0
14036,OO,4576,MSP,LEX,,,120.0,0
14037,DL,2918,MCO,ATL,,,,1
14038,OO,6811,LAX,PDX,,,141.0,1
14039,XE,2901,ORF,IAH,,1025.0,,0
14040,FL,1032,PIT,RSW,5.0,420.0,,0
14041,US,1634,MCO,PHL,1.0,615.0,,0
14042,B6,1202,MCO,BOS,3.0,835.0,,1
14043,MQ,4288,DTW,ORD,,,80.0,0
14044,US,910,CLT,BWI,2.0,,79.0,0
14045,WN,945,PVD,PHL,,,,0
14046,DL,1333,ATL,SLC,5.0,,255.0,0
14047,US,224,BOI,PHX,2.0,,118.0,1
14048,AA,491,OKC,DFW,7.0,635.0,,0
14049,US,1746,MCO,PHL,,,,0
14050,MQ,4062,XNA,ORD,1.0,540.0,,0
14051,WN,2992,STL,BNA,3.0,,60.0,1
14052,WN,838,BUR,LAS,5.0,,60.0,1
14053,DL,2984,MSP,MKE,3.0,680.0,,1
14054,US,1182,CLT,LGA,3.0,866.0,,1
14055,MQ,3097,SBA,LAX,1.0,,,1
14056,EV,4950,GNV,ATL,6.0,608.0,82.0,0
14057,AA,1389,BNA,DFW,,,130.0,0
14058,DL,2101,ATL,TUS,,,,1
14059,YV,2887,PHX,ELP,,1190.0,76.0,0
14060,EV,7356,ATL,MLI,,,118.0,1
14061,XE,2331,BNA,IAH,4.0,1093.0,132.0,0
14062,WN,46,MCI,IND,4.0,,80.0,1
14063,DL,1090,PNS,ATL,7.0,560.0,70.0,0
14064,YV,2907,PHX,GJT,,,,0
14065,DL,2171,DTW,MKE,,1205.0,76.0,1
14066,WN,3307,MDW,SAN,,530.0,275.0,1
14067,9E,4103,DTW,DAY,,,,0
14068,DL,2873,TPA,MEM,,,125.0,0
14069,EV,4953,ATL,BTR,,1031.0,,0
14070,UA,812,GEG,DEN,,373.0,133.0,0
14071,AS,190,FAI,ANC,,1050.0,,0
14072,OO,6895,PDX,SEA,,,,0
14073,DL,2560,MIA,ATL,,,,0
14074,DL,1111,ATL,RDU,2.0,,83.0,0
14075,US,989,CLT,FLL,,,,1
14076,AA,1479,ATL,DFW,,845.0,150.0,0
14077,XE,2704,MEM,IAH,,563.0,,0
14078,AA,1595,DFW,LAS,3.0,,180.0,1
14079,AA,531,DCA,STL,4.0,,,0
14080,WN,791,OAK,LAS,4.0,805.0,85.0,1
14081,F9,589,DEN,SLC,6.0,,,0
14082,XE,2802,CLE,RDU,4.0,,,0
14083,DL,1805,DTW,MCO,2.0,1055.0,,0
14084,CO,198,DEN,IAH,6.0,,141.0,1
14085,EV,5099,ATL,GSO,,,77.0,0
14086,OO,6335,SAN,LAX,4.0,,,0
14087,B6,921,BOS,ORD,5.0,,169.0,1
14088,OO,4471,MSP,IAH,,,,0
14089,EV,5452,BOS,DCA,,,,0
14090,OO,6390,GEG,SFO,4.0,,,0
14091,XE,2709,DAL,IAH,4.0,,,0
14092,US,604,PHX,LAS,2.0,,72.0,0
14093,MQ,2978,JAN,DFW,6.0,750.0,,0
14094,OO,4622,PDX,SLC,,450.0,107.0,0
14095,AA,523,DFW,ELP,1.0,,,1
14096,OO,6880,SLC,DEN,,,,0
14097,WN,1393,AUS,LBB,3.0,,,0
14098,XE,2945,IAH,BHM,4.0,867.0,,0
14099,US,1012,STT,PHL,6.0,940.0,,1
14100,XE,2652,LEX,IAH,5.0,,159.0,0
14101,9E,3955,LBB,MEM,,355.0,,0
14102,FL,1282,FNT,TPA,2.0,974.0,,1
14103,AS,244,SEA,LAX,6.0,420.0,155.0,0
14104,WN,2312,DEN,LAS,6.0,855.0,120.0,1
14105,MQ,3035,LAX,SBA,,1290.0,,0
14106,DL,1634,JFK,ATL,5.0,690.0,158.0,0
14107,CO,1617,MCI,IAH,2.0,360.0,119.0,0
14108,HA,32,OGG,LAS,,490.0,335.0,0
14109,US,654,PHX,SNA,4.0,,,0
14110,US,2022,DCA,BOS,,,84.0,0
14111,US,1990,CLT,IND,,,105.0,0
14112,US,71,DEN,PHX,,,135.0,1
14113,OO,7794,SLC,SUN,,1005.0,71.0,0
14114,DL,1305,DTW,MCO,5.0,,,0
14115,AS,686,PDX,ORD,,,,1
14116,WN,1861,MCI,BNA,6.0,635.0,85.0,1
14117,EV,5193,ATL,DAB,,960.0,,1
14118,AA,721,LGA,DFW,5.0,,,0
14119,US,81,SFO,PHX,2.0,360.0,111.0,0
14120,MQ,3371,DFW,CVG,1.0,1230.0,,0
14121,UA,461,IAD,LAS,,,,1
14122,CO,267,IAH,SEA,,,284.0,1
14123,YV,2806,PSP,PHX,4.0,1305.0,,0
14124,F9,38,SEA,DEN,1.0,375.0,,0
14125,OO,6411,SBP,LAX,2.0,,,1
14126,CO,1578,SAT,IAH,3.0,,55.0,1
14127,B6,471,BOS,SJC,,985.0,,0
14128,EV,5445,MHT,DTW,,749.0,,1
14129,F9,794,PDX,DEN,4.0,515.0,,0
14130,DL,2087,SAT,MSP,7.0,380.0,171.0,1
14131,EV,5244,ATL,LEX,1.0,,78.0,1
14132,OO,4694,LAX,LAS,,,70.0,1
14133,9E,3712,DTW,PVD,3.0,,,1
14134,WN,727,OAK,BUR,4.0,1150.0,,1
14135,WN,1832,HOU,ABQ,,,135.0,0
14136,US,397,LAX,LAS,,1050.0,,1
14137,DL,1297,SFO,SLC,5.0,360.0,114.0,0
14138,WN,780,RNO,LAX,,615.0,85.0,1
14139,XE,2150,CLE,GRR,2.0,550.0,59.0,0
14140,AA,2368,DFW,ORD,3.0,,,1
14141,AS,457,LAX,SEA,,,,0
14142,US,1721,CLE,CLT,5.0,935.0,,0
14143,DL,15,ATL,FLL,,,109.0,1
14144,XE,2336,IAH,ICT,3.0,865.0,,0
14145,EV,5478,ATL,CAE,7.0,,,1
14146,EV,5272,MOB,MEM,,390.0,,0
14147,9E,3846,ROC,DTW,,1158.0,,0
14148,AA,1139,DTW,DFW,7.0,,185.0,1
14149,WN,1945,DEN,MSY,7.0,620.0,,0
14150,AA,1014,SEA,ORD,2.0,890.0,,1
14151,DL,2817,MEM,LAX,,,260.0,0
14152,WN,1557,CRP,HOU,,570.0,,0
14153,XE,2488,IAH,CLT,7.0,990.0,,1
14154,UA,296,DEN,RNO,3.0,,145.0,0
14155,DL,1544,SLC,ATL,,,220.0,0
14156,EV,5111,ATL,BHM,,510.0,60.0,1
14157,OO,6333,SAN,LAX,,904.0,,0
14158,YV,2837,PHX,BUR,3.0,,,1
14159,US,484,TPA,CLT,5.0,415.0,,0
14160,OH,6492,EVV,DTW,4.0,,98.0,0
14161,WN,1622,PDX,OAK,,,,1
14162,MQ,2735,DFW,LIT,4.0,405.0,,0
14163,9E,4072,MEM,VPS,3.0,875.0,84.0,0
14164,WN,408,RDU,BWI,,980.0,60.0,1
14165,XE,2507,SDF,IAH,7.0,490.0,,0
14166,UA,535,ATL,ORD,6.0,,,1
14167,CO,397,IAH,LAS,,,,1
14168,XE,2311,ELP,IAH,,390.0,,0
14169,HA,303,HNL,LIH,6.0,,37.0,0
14170,AS,890,OGG,SAN,,860.0,312.0,0
14171,CO,1678,SAT,IAH,3.0,1030.0,60.0,1
14172,FL,1006,BOS,RSW,1.0,672.0,,0
14173,OO,7016,RNO,SFO,,,67.0,1
14174,WN,509,DEN,AUS,,,125.0,1
14175,UA,902,DEN,IAD,4.0,645.0,197.0,0
14176,FL,704,DAY,ATL,7.0,652.0,99.0,1
14177,WN,1180,ONT,PHX,1.0,,,1
14178,FL,531,MEM,ATL,2.0,835.0,,1
14179,XE,3058,MKE,EWR,6.0,510.0,,1
14180,AA,1644,LAS,DFW,4.0,,,1
14181,XE,3015,CRP,IAH,3.0,,,0
14182,9E,3940,TUL,MEM,,735.0,82.0,0
14183,AA,1598,DFW,MSP,,,,1
14184,OO,7763,PIH,SLC,,360.0,,0
14185,WN,794,TPA,BWI,4.0,,130.0,0
14186,MQ,4153,AVP,ORD,1.0,830.0,,1
14187,DL,1873,DTW,MEM,,925.0,126.0,1
14188,OO,4471,IAH,MSP,5.0,630.0,,0
14189,MQ,2825,DFW,TUL,,455.0,60.0,1
14190,WN,3078,MDW,BWI,,365.0,110.0,1
14191,AA,1354,LAS,MIA,5.0,370.0,265.0,0
14192,AS,626,PDX,LAS,,530.0,128.0,0
14193,WN,1678,RNO,SEA,4.0,815.0,115.0,1
14194,AA,372,SJU,TPA,,,,1
14195,F9,467,PIE,MKE,,,,0
14196,YV,2682,CLT,SYR,6.0,,105.0,0
14197,WN,2384,BNA,RDU,,,,1
14198,WN,1952,OAK,LAX,4.0,590.0,,0
14199,OO,4458,BZN,SLC,,,,0
14200,YV,2734,PHX,LGB,3.0,1068.0,,0
14201,DL,1534,SAT,ATL,,648.0,,0
14202,CO,597,IAH,LAS,5.0,,210.0,1
14203,MQ,3732,MSP,ORD,6.0,920.0,95.0,1
14204,US,393,LAS,DFW,3.0,,157.0,0
14205,OO,6281,PSP,SFO,,360.0,91.0,0
14206,9E,3656,DSM,MEM,,990.0,,1
14207,US,308,ATL,CLT,2.0,,,0
14208,YV,2990,ABQ,PHX,6.0,,76.0,0
14209,WN,628,BWI,BHM,,865.0,,1
14210,OO,6891,DEN,MSO,,,,1
14211,DL,1435,ORF,ATL,6.0,583.0,115.0,0
14212,US,208,PHX,ABQ,,1190.0,,0
14213,B6,461,BOS,RSW,,,,1
14214,XE,2314,ELP,IAH,,,,0
14215,OH,6543,BHM,LGA,3.0,879.0,156.0,0
14216,UA,21,PIT,DEN,2.0,,228.0,0
14217,OH,6485,JFK,BOS,1.0,730.0,79.0,0
14218,XE,2352,OMA,IAH,,,,0
14219,DL,1035,IAD,ATL,3.0,,115.0,0
14220,EV,4944,DTW,CAK,2.0,730.0,58.0,1
14221,DL,1446,ATL,JAX,3.0,,69.0,1
14222,OO,6880,DEN,SLC,,,,1
14223,9E,3811,GRR,CVG,,,72.0,1
14224,WN,1053,STL,OMA,3.0,,75.0,1
14225,B6,581,HPN,PBI,3.0,,,0
14226,US,1524,DEN,CLT,5.0,,188.0,0
14227,US,1229,DCA,CLT,4.0,,,0
14228,MQ,3328,HOU,DFW,5.0,,,0
14229,FL,221,MKE,ATL,5.0,1000.0,,0
14230,OO,6669,LAX,BFL,3.0,,,0
14231,9E,3842,LEX,DTW,3.0,,91.0,1
14232,OO,6329,OKC,LAX,6.0,,,1
14233,AA,1625,SJU,DFW,,510.0,325.0,1
14234,WN,377,ELP,PHX,,,,1
14235,AA,1009,ICT,DFW,4.0,,80.0,0
14236,DL,2302,TPA,MEM,,700.0,127.0,0
14237,MQ,4531,DCA,BNA,2.0,1200.0,115.0,0
14238,OO,6325,LAX,SAN,7.0,,46.0,1
14239,OO,4521,SLC,SMF,5.0,,97.0,0
14240,WN,1011,LAS,SLC,,,,0
14241,WN,2768,DAL,TUL,7.0,500.0,60.0,1
14242,CO,682,IAH,BOS,2.0,945.0,227.0,1
14243,WN,785,BHM,DAL,,460.0,115.0,0
14244,WN,1061,ABQ,LAX,5.0,490.0,125.0,0
14245,DL,1159,ATL,SAT,5.0,1170.0,163.0,1
14246,MQ,3632,CLT,MIA,,,,0
14247,HA,348,HNL,KOA,,851.0,,0
14248,UA,735,OKC,DEN,4.0,818.0,106.0,0
14249,AA,1501,DFW,ABQ,,,110.0,1
14250,US,1947,DCA,FLL,,1160.0,155.0,1
14251,EV,7096,BOS,IAD,2.0,,,1
14252,AA,489,PHL,MIA,,,185.0,0
14253,DL,2815,ATL,PHX,3.0,654.0,256.0,0
14254,AA,410,MIA,BNA,,1305.0,,1
14255,OO,6608,SLC,DEN,,440.0,,0
14256,AA,1112,MIA,EWR,1.0,,170.0,0
14257,XE,2567,BNA,EWR,6.0,1019.0,,1
14258,DL,1974,ATL,MLB,,,,1
14259,9E,4149,BUF,JFK,,,,1
14260,AA,1558,DFW,TUL,5.0,655.0,,1
14261,UA,688,DSM,ORD,5.0,,83.0,1
14262,AS,67,KTN,SIT,,1022.0,,0
14263,MQ,2752,DFW,FWA,2.0,640.0,130.0,0
14264,OO,6668,DEN,FAR,7.0,605.0,,0
14265,DL,2096,MSP,LGA,4.0,,166.0,1
14266,MQ,3661,MIA,IND,,,,0
14267,AA,524,DFW,DTW,,885.0,,1
14268,EV,5094,ATL,ECP,,,66.0,1
14269,MQ,4283,CVG,ORD,,635.0,80.0,1
14270,DL,2922,PHX,DTW,,425.0,,0
14271,YV,2980,PHX,OMA,1.0,805.0,159.0,0
14272,F9,197,DEN,DAY,4.0,,,0
14273,WN,1023,DAL,SAT,1.0,920.0,65.0,0
14274,F9,377,BOS,MKE,4.0,,165.0,0
14275,EV,5591,TLH,ATL,5.0,,,1
14276,HA,257,KOA,HNL,,810.0,42.0,0
14277,OO,6857,ORD,OMA,,1030.0,,1
14278,WN,20,LAS,SAN,2.0,,,0
14279,MQ,3289,DFW,PNS,3.0,,,0
14280,WN,892,SFO,LAS,4.0,,,1
14281,MQ,3736,ORD,EWR,6.0,360.0,,1
14282,UA,861,BOS,IAD,,,108.0,0
14283,B6,79,JFK,MCO,,1320.0,,1
14284,WN,1288,SLC,SEA,,820.0,130.0,1
14285,AS,62,FAI,ANC,7.0,,,1
14286,AA,2065,DFW,DEN,5.0,525.0,,1
14287,XE,2930,IAH,ATL,2.0,1050.0,118.0,1
14288,AA,726,ELP,DFW,,,105.0,0
14289,MQ,3973,ORD,TUL,,,,1
14290,WN,165,PHL,FLL,3.0,865.0,180.0,1
14291,MQ,4529,BOS,JFK,4.0,1110.0,90.0,1
14292,CO,1120,EWR,BOS,,,90.0,0
14293,EV,5312,ATL,TYS,,535.0,,0
14294,UA,84,HNL,LAX,1.0,1288.0,,0
14295,OO,6461,YUM,IPL,3.0,,27.0,0
14296,EV,7112,BUF,ORD,,360.0,109.0,0
14297,DL,1814,LAX,CVG,,,250.0,0
14298,DL,2574,FLL,LGA,7.0,,,0
14299,DL,1301,IND,ATL,,,,0
14300,WN,822,BOS,BWI,5.0,,90.0,1
14301,WN,2588,TPA,FLL,,525.0,60.0,0
14302,UA,129,ORD,LAX,6.0,,275.0,0
14303,XE,3057,VPS,IAH,,908.0,,0
14304,WN,3142,DAL,SAT,5.0,,,1
14305,AA,1772,MIA,JFK,,845.0,,0
14306,AS,114,ANC,SEA,3.0,,,0
14307,9E,4161,IND,MEM,,,88.0,0
14308,OH,6339,DTW,CID,,,113.0,0
14309,AA,1879,TPA,MIA,2.0,,,0
14310,WN,2790,HOU,TUL,,455.0,,1
14311,YV,7260,IAD,ATL,2.0,,,1
14312,XE,2372,GPT,IAH,,,,1
14313,MQ,2853,DFW,SGF,2.0,1125.0,,1
14314,B6,74,JFK,BTV,,1005.0,82.0,0
14315,OO,6557,SEA,PDX,2.0,,48.0,0
14316,EV,5480,ATL,LYH,,,84.0,0
14317,FL,103,ATL,DFW,4.0,535.0,,0
14318,OO,6985,DEN,COS,,,,1
14319,CO,800,FLL,EWR,2.0,,183.0,1
14320,OH,6474,MSP,JFK,,915.0,,0
14321,B6,325,BDL,FLL,,440.0,,1
14322,F9,784,LAS,DEN,,,112.0,1
14323,OO,6279,LAX,IPL,,,60.0,1
14324,MQ,2953,AMA,DFW,,,70.0,0
14325,WN,582,SEA,SJC,2.0,,125.0,1
14326,XE,5979,GRR,ORD,5.0,676.0,,0
14327,DL,2478,SLC,BOI,,,,1
14328,US,1430,JAX,CLT,,1035.0,79.0,1
14329,UA,938,DEN,ORD,5.0,955.0,144.0,0
14330,WN,2946,BNA,HOU,6.0,,,1
14331,DL,1272,CAE,ATL,7.0,375.0,,0
14332,MQ,3757,SAT,ORD,5.0,,160.0,1
14333,FL,994,BOS,MKE,,,159.0,0
14334,B6,1784,MCO,JFK,5.0,,155.0,1
14335,AA,1228,TUS,ORD,6.0,,200.0,1
14336,WN,1565,LAX,OAK,,,80.0,0
14337,DL,2570,RSW,CVG,4.0,480.0,,0
14338,DL,2065,ATL,PNS,,,83.0,0
14339,WN,257,AUS,LBB,,,70.0,1
